index,value
533,1
534,0
535,0
536,0
537,1
538,1
539,0
540,0
541,1
542,1
543,1
544,0
545,0
546,1
547,1
548,1
549,0
550,0
551,1
552,1
553,0
554,0
555,0
556,1
557,1
558,0
559,0
560,0
561,1
562,1
563,0
564,0
565,1
566,1
567,1
568,0
569,0
570,1
571,1
572,1
573,0
574,0
575,1
576,1
577,1
578,0
579,0
580,1
581,1
582,0
583,0
584,0
585,1
586,1
587,0
588,0
589,0
590,1
591,1
592,0
593,0
594,1
595,1
596,1
597,0
598,0
599,1
600,1
601,1
602,0
603,0
604,1
605,1
606,0
607,0
608,0
609,1
610,1
611,0
612,0
613,0
614,1
615,1
616,0
617,0
618,1
619,1
620,1
621,0
622,0
623,1
624,1
625,1
626,0
627,0
628,1
629,1
630,0
631,0
632,0
633,1
634,1
635,0
636,0
637,0
638,1
639,1
640,0
641,0
642,1
643,1
644,1
645,0
646,0
647,1
648,1
649,1
650,0
651,0
652,1
653,1
654,1
655,0
656,0
657,1
658,1
659,0
660,0
661,0
662,1
663,1
664,0
665,0
666,0
667,1
668,1
669,0
670,0
671,1
672,1
673,1
674,0
675,0
676,1
677,1
678,1
679,0
680,0
681,1
682,1
683,0
684,0
685,0
686,1
687,1
688,0
689,0
690,0
691,1
692,1
693,0
694,0
695,1
696,1
697,1
698,0
699,0
700,1
701,1
702,1
703,0
704,0
705,1
706,1
707,0
708,0
709,0
710,1
711,1
712,0
713,0
714,0
715,1
716,1
717,0
718,0
719,1
720,1
721,1
722,0
723,0
724,1
725,1
726,1
727,0
728,0
729,1
730,1
731,1
732,0
733,0
734,1
735,1
736,0
737,0
738,0
739,1
740,1
741,0
742,0
743,0
744,1
745,1
746,0
747,0
748,1
749,1
750,1
751,0
752,0
753,1
754,1
755,1
756,0
757,0
758,1
759,1
760,0
761,0
762,0
763,1
764,1
765,0
766,0
767,0
768,1
769,1
770,0
771,0
772,1
773,1
774,1
775,0
776,0
777,1
778,1
779,1
780,0
781,0
782,1
783,1
784,0
785,0
786,0
787,1
788,1
789,0
790,0
791,0
792,1
793,1
794,0
795,0
796,1
797,1
798,1
799,0
800,0
801,1
802,1
803,1
804,0
805,0
806,1
807,1
808,1
809,0
810,0
811,1
812,1
813,0
814,0
815,0
816,1
817,1
818,0
819,0
820,0
821,1
822,1
823,0
824,0
825,1
826,1
827,1
828,0
829,0
830,1
831,1
832,1
833,0
834,0
835,1
836,1
837,0
838,0
839,0
840,1
841,1
842,0
843,0
844,0
845,1
846,1
847,0
848,0
849,1
850,1
851,1
852,0
853,0
854,1
855,1
856,1
857,0
858,0
859,1
860,1
861,0
862,0
863,0
864,1
865,1
866,0
867,0
868,0
869,1
870,1
871,0
872,0
873,0
874,1
875,1
876,0
877,0
878,1
879,1
880,1
881,0
882,0
883,1
884,1
885,1
886,0
887,0
888,1
889,1
890,0
891,0
892,0
893,1
894,1
895,0
896,0
897,0
898,1
899,1
900,0
901,0
902,1
903,1
904,1
905,0
906,0
907,1
908,1
909,1
910,0
911,0
912,1
913,1
914,0
915,0
916,0
917,1
918,1
919,0
920,0
921,0
922,1
923,1
924,0
925,0
926,1
927,1
928,1
929,0
930,0
931,1
932,1
933,1
934,0
935,0
936,1
937,1
938,0
939,0
940,0
941,1
942,1
943,0
944,0
945,0
946,1
947,1
948,0
949,0
950,0
951,1
952,1
953,0
954,0
955,1
956,1
957,1
958,0
959,0
960,1
961,1
962,1
963,0
964,0
965,1
966,1
967,0
968,0
969,0
970,1
971,1
972,0
973,0
974,0
975,1
976,1
977,0
978,0
979,1
980,1
981,1
982,0
983,0
984,1
985,1
986,1
987,0
988,0
989,1
990,1
991,0
992,0
993,0
994,1
995,1
996,0
997,0
998,0
999,1
1000,1
1001,0
1002,0
1003,0
1004,1
1005,1
1006,0
1007,0
1008,1
1009,1
1010,1
1011,0
1012,0
1013,1
1014,1
1015,1
1016,0
1017,0
1018,1
1019,1
1020,0
1021,0
1022,0
1023,1
1024,1
1025,0
1026,0
1027,0
1028,1
1029,1
1030,0
1031,0
1032,1
1033,1
1034,1
1035,0
1036,0
1037,1
1038,1
1039,1
1040,0
1041,0
1042,1
1043,1
1044,0
1045,0
1046,0
1047,1
1048,1
1049,0
1050,0
1051,0
1052,1
1053,1
1054,0
1055,0
1056,1
1057,1
1058,1
1059,0
1060,0
1061,1
1062,1
1063,1
1064,0
1065,0
1066,1
1067,1
1068,1
1069,0
1070,0
1071,1
1072,1
1073,0
1074,0
1075,0
1076,1
1077,1
1078,0
1079,0
1080,0
1081,1
1082,1
1083,0
1084,0
1085,1
1086,1
1087,1
1088,0
1089,0
1090,1
1091,1
1092,1
1093,0
1094,0
1095,1
1096,1
1097,0
1098,0
1099,0
1100,1
1101,1
1102,0
1103,0
1104,0
1105,1
1106,1
1107,0
1108,0
1109,1
1110,1
1111,1
1112,0
1113,0
1114,1
1115,1
1116,1
1117,0
1118,0
1119,1
1120,1
1121,0
1122,0
1123,0
1124,1
1125,1
1126,0
1127,0
1128,0
1129,1
1130,1
1131,0
1132,0
1133,1
1134,1
1135,1
1136,0
1137,0
1138,1
1139,1
1140,1
1141,0
1142,0
1143,1
1144,1
1145,1
1146,0
1147,0
1148,1
1149,1
1150,0
1151,0
1152,0
1153,1
1154,1
1155,0
1156,0
1157,0
1158,1
1159,1
1160,0
1161,0
1162,1
1163,1
1164,1
1165,0
1166,0
1167,1
1168,1
1169,1
1170,0
1171,0
1172,1
1173,1
1174,0
1175,0
1176,0
1177,1
1178,1
1179,0
1180,0
1181,0
1182,1
1183,1
1184,0
1185,0
1186,1
1187,1
1188,1
1189,0
1190,0
1191,1
1192,1
1193,1
1194,0
1195,0
1196,1
1197,1
1198,0
1199,0
1200,0
1201,1
1202,1
1203,0
1204,0
1205,0
1206,1
1207,1
1208,0
1209,0
1210,1
1211,1
1212,1
1213,0
1214,0
1215,1
1216,1
1217,1
1218,0
1219,0
1220,1
1221,1
1222,1
1223,0
1224,0
1225,1
1226,1
1227,0
1228,0
1229,0
1230,1
1231,1
1232,0
1233,0
1234,0
1235,1
1236,1
1237,0
1238,0
1239,1
1240,1
1241,1
1242,0
1243,0
1244,1
1245,1
1246,1
1247,0
1248,0
1249,1
1250,1
1251,0
1252,0
1253,0
1254,1
1255,1
1256,0
1257,0
1258,0
1259,1
1260,1
1261,0
1262,0
1263,1
1264,1
1265,1
1266,0
1267,0
1268,1
1269,1
1270,1
1271,0
1272,0
1273,1
1274,1
1275,0
1276,0
1277,0
1278,1
1279,1
1280,0
1281,0
1282,0
1283,1
1284,1
1285,0
1286,0
1287,0
1288,1
1289,1
1290,0
1291,0
1292,1
1293,1
1294,1
1295,0
1296,0
1297,1
1298,1
1299,1
1300,0
1301,0
1302,1
1303,1
1304,0
1305,0
1306,0
1307,1
1308,1
1309,0
1310,0
1311,0
1312,1
1313,1
1314,0
1315,0
1316,1
1317,1
1318,1
1319,0
1320,0
1321,1
1322,1
1323,1
1324,0
1325,0
1326,1
1327,1
1328,0
1329,0
1330,0
1331,1
1332,1
1333,0
1334,0
1335,0
1336,1
1337,1
1338,0
1339,0
1340,1
1341,1
1342,1
1343,0
1344,0
1345,1
1346,1
1347,1
1348,0
1349,0
1350,1
1351,1
1352,1
1353,0
1354,0
1355,1
1356,1
1357,0
1358,0
1359,0
1360,1
1361,1
1362,0
1363,0
1364,0
1365,1
1366,1
1367,0
1368,0
1369,1
1370,1
1371,1
1372,0
1373,0
1374,1
1375,1
1376,1
1377,0
1378,0
1379,1
1380,1
1381,0
1382,0
1383,0
1384,1
1385,1
1386,0
1387,0
1388,0
1389,1
1390,1
1391,0
1392,0
1393,1
1394,1
1395,1
1396,0
1397,0
1398,1
1399,1
1400,1
1401,0
1402,0
1403,1
1404,1
1405,0
1406,0
1407,0
1408,1
1409,1
1410,0
1411,0
1412,0
1413,1
1414,1
1415,0
1416,0
1417,0
1418,1
1419,1
1420,0
1421,0
1422,1
1423,1
1424,1
1425,0
1426,0
1427,1
1428,1
1429,1
1430,0
1431,0
1432,1
1433,1
1434,0
1435,0
1436,0
1437,1
1438,1
1439,0
1440,0
1441,0
1442,1
1443,1
1444,0
1445,0
1446,1
1447,1
1448,1
1449,0
1450,0
1451,1
1452,1
1453,1
1454,0
1455,0
1456,1
1457,1
1458,0
1459,0
1460,0
1461,1
1462,1
1463,0
1464,0
1465,0
1466,1
1467,1
1468,0
1469,0
1470,1
1471,1
1472,1
1473,0
1474,0
1475,1
1476,1
1477,1
1478,0
1479,0
1480,1
1481,1
1482,1
1483,0
1484,0
1485,1
1486,1
1487,0
1488,0
1489,0
1490,1
1491,1
1492,0
1493,0
1494,0
1495,1
1496,1
1497,0
1498,0
1499,1
1500,1
1501,1
1502,0
1503,0
1504,1
1505,1
1506,1
1507,0
1508,0
1509,1
1510,1
1511,0
1512,0
1513,0
1514,1
1515,1
1516,0
1517,0
1518,0
1519,1
1520,1
1521,0
1522,0
1523,1
1524,1
1525,1
1526,0
1527,0
1528,1
1529,1
1530,1
1531,0
1532,0
1533,1
1534,1
1535,0
1536,0
1537,0
1538,1
1539,1
1540,0
1541,0
1542,0
1543,1
1544,1
1545,0
1546,0
1547,1
1548,1
1549,1
1550,0
1551,0
1552,1
1553,1
1554,1
1555,0
1556,0
1557,1
1558,1
1559,1
1560,0
1561,0
1562,1
1563,1
1564,0
1565,0
1566,0
1567,1
1568,1
1569,0
1570,0
1571,0
1572,1
1573,1
1574,0
1575,0
1576,1
1577,1
1578,1
1579,0
1580,0
1581,1
1582,1
1583,1
1584,0
1585,0
1586,1
1587,1
1588,0
1589,0
1590,0
1591,1
1592,1
1593,0
1594,0
1595,0
1596,1
1597,1
1598,0
1599,0
1600,1
1601,1
1602,1
1603,0
1604,0
1605,1
1606,1
1607,1
1608,0
1609,0
1610,1
1611,1
1612,0
1613,0
1614,0
1615,1
1616,1
1617,0
1618,0
1619,0
1620,1
1621,1
1622,0
1623,0
1624,1
1625,1
1626,1
1627,0
1628,0
1629,1
1630,1
1631,1
1632,0
1633,0
1634,1
1635,1
1636,1
1637,0
1638,0
1639,1
1640,1
1641,0
1642,0
1643,0
1644,1
1645,1
1646,0
1647,0
1648,0
1649,1
1650,1
1651,0
1652,0
1653,1
1654,1
1655,1
1656,0
1657,0
1658,1
1659,1
1660,1
1661,0
1662,0
1663,1
1664,1
1665,0
1666,0
1667,0
1668,1
1669,1
1670,0
1671,0
1672,0
1673,1
1674,1
1675,0
1676,0
1677,1
1678,1
1679,1
1680,0
1681,0
1682,1
1683,1
1684,1
1685,0
1686,0
1687,1
1688,1
1689,0
1690,0
1691,0
1692,1
1693,1
1694,0
1695,0
1696,0
1697,1
1698,1
1699,0
1700,0
1701,1
1702,1
1703,1
1704,0
1705,0
1706,1
1707,1
1708,1
1709,0
1710,0
1711,1
1712,1
1713,1
1714,0
1715,0
1716,1
1717,1
1718,0
1719,0
1720,0
1721,1
1722,1
1723,0
1724,0
1725,0
1726,1
1727,1
1728,0
1729,0
1730,1
1731,1
1732,1
1733,0
1734,0
1735,1
1736,1
1737,1
1738,0
1739,0
1740,1
1741,1
1742,0
1743,0
1744,0
1745,1
1746,1
1747,0
1748,0
1749,0
1750,1
1751,1
1752,0
1753,0
1754,1
1755,1
1756,1
1757,0
1758,0
1759,1
1760,1
1761,1
1762,0
1763,0
1764,1
1765,1
1766,0
1767,0
1768,0
1769,1
1770,1
1771,0
1772,0
1773,0
1774,1
1775,1
1776,0
1777,0
1778,1
1779,1
1780,1
1781,0
1782,0
1783,1
1784,1
1785,1
1786,0
1787,0
1788,1
1789,1
1790,1
1791,0
1792,0
1793,1
1794,1
1795,0
1796,0
1797,0
1798,1
1799,1
1800,0
1801,0
1802,0
1803,1
1804,1
1805,0
1806,0
1807,1
1808,1
1809,1
1810,0
1811,0
1812,1
1813,1
1814,1
1815,0
1816,0
1817,1
1818,1
1819,0
1820,0
1821,0
1822,1
1823,1
1824,0
1825,0
1826,0
1827,1
1828,1
1829,0
1830,0
1831,1
1832,1
1833,1
1834,0
1835,0
1836,1
1837,1
1838,1
1839,0
1840,0
1841,1
1842,1
1843,0
1844,0
1845,0
1846,1
1847,1
1848,0
1849,0
1850,0
1851,1
1852,1
1853,0
1854,0
1855,1
1856,1
1857,1
1858,0
1859,0
1860,1
1861,1
1862,1
1863,0
1864,0
1865,1
1866,1
1867,1
1868,0
1869,0
1870,1
1871,1
1872,0
1873,0
1874,0
1875,1
1876,1
1877,0
1878,0
1879,0
1880,1
1881,1
1882,0
1883,0
1884,1
1885,1
1886,1
1887,0
1888,0
1889,1
1890,1
1891,1
1892,0
1893,0
1894,1
1895,1
1896,0
1897,0
1898,0
1899,1
1900,1
1901,0
1902,0
1903,0
1904,1
1905,1
1906,0
1907,0
1908,1
1909,1
1910,1
1911,0
1912,0
1913,1
1914,1
1915,1
1916,0
1917,0
1918,1
1919,1
1920,0
1921,0
1922,0
1923,1
1924,1
1925,0
1926,0
1927,0
1928,1
1929,1
1930,0
1931,0
1932,1
1933,1
1934,1
1935,0
1936,0
1937,1
1938,1
1939,1
1940,0
1941,0
1942,1
1943,1
1944,1
1945,0
1946,0
1947,1
1948,1
1949,0
1950,0
1951,0
1952,1
1953,1
1954,0
1955,0
1956,0
1957,1
1958,1
1959,0
1960,0
1961,1
1962,1
1963,1
1964,0
1965,0
1966,1
1967,1
1968,1
1969,0
1970,0
1971,1
1972,1
1973,0
1974,0
1975,0
1976,1
1977,1
1978,0
1979,0
1980,0
1981,1
1982,1
1983,0
1984,0
1985,1
1986,1
1987,1
1988,0
1989,0
1990,1
1991,1
1992,1
1993,0
1994,0
1995,1
1996,1
1997,0
1998,0
1999,0
2000,1
2001,1
2002,0
2003,0
2004,0
2005,1
2006,1
2007,0
2008,0
2009,1
2010,1
2011,1
2012,0
2013,0
2014,1
2015,1
2016,1
2017,0
2018,0
2019,1
2020,1
2021,0
2022,0
2023,0
2024,1
2025,1
2026,0
2027,0
2028,0
2029,1
2030,1
2031,0
2032,0
2033,0
2034,1
2035,1
2036,0
2037,0
2038,1
2039,1
2040,1
2041,0
2042,0
2043,1
2044,1
2045,1
2046,0
2047,0
2048,1
2049,1
2050,0
2051,0
2052,0
2053,1
2054,1
2055,0
2056,0
2057,0
2058,1
2059,1
2060,0
2061,0
2062,1
2063,1
2064,1
2065,0
2066,0
2067,1
2068,1
2069,1
2070,0
2071,0
2072,1
2073,1
2074,0
2075,0
2076,0
2077,1
2078,1
2079,0
2080,0
2081,0
2082,1
2083,1
2084,0
2085,0
2086,1
2087,1
2088,1
2089,0
2090,0
2091,1
2092,1
2093,1
2094,0
2095,0
2096,1
2097,1
2098,1
2099,0
2100,0
2101,1
2102,1
2103,0
2104,0
2105,0
2106,1
2107,1
2108,0
2109,0
2110,0
2111,1
2112,1
2113,0
2114,0
2115,1
2116,1
2117,1
2118,0
2119,0
2120,1
2121,1
2122,1
2123,0
2124,0
2125,1
2126,1
2127,0
2128,0
2129,0
2130,1
2131,1
2132,0
2133,0
2134,0
2135,1
2136,1
2137,0
2138,0
2139,1
2140,1
2141,1
2142,0
2143,0
2144,1
2145,1
2146,1
2147,0
2148,0
2149,1
2150,1
2151,0
2152,0
2153,0
2154,1
2155,1
2156,0
2157,0
2158,0
2159,1
2160,1
2161,0
2162,0
2163,1
2164,1
2165,1
2166,0
2167,0
2168,1
2169,1
2170,1
2171,0
2172,0
2173,1
2174,1
2175,1
2176,0
2177,0
2178,1
2179,1
2180,0
2181,0
2182,0
2183,1
2184,1
2185,0
2186,0
2187,0
2188,1
2189,1
2190,0
2191,0
2192,1
2193,1
2194,1
2195,0
2196,0
2197,1
2198,1
2199,1
2200,0
2201,0
2202,1
2203,1
2204,0
2205,0
2206,0
2207,1
2208,1
2209,0
2210,0
2211,0
2212,1
2213,1
2214,0
2215,0
2216,1
2217,1
2218,1
2219,0
2220,0
2221,1
2222,1
2223,1
2224,0
2225,0
2226,1
2227,1
2228,0
2229,0
2230,0
2231,1
2232,1
2233,0
2234,0
2235,0
2236,1
2237,1
2238,0
2239,0
2240,0
2241,1
2242,1
2243,0
2244,0
2245,1
2246,1
2247,1
2248,0
2249,0
2250,1
2251,1
2252,1
2253,0
2254,0
2255,1
2256,1
2257,0
2258,0
2259,0
2260,1
2261,1
2262,0
2263,0
2264,0
2265,1
2266,1
2267,0
2268,0
2269,1
2270,1
2271,1
2272,0
2273,0
2274,1
2275,1
2276,1
2277,0
2278,0
2279,1
2280,1
2281,0
2282,0
2283,0
2284,1
2285,1
2286,0
2287,0
2288,0
2289,1
2290,1
2291,0
2292,0
2293,1
2294,1
2295,1
2296,0
2297,0
2298,1
2299,1
2300,1
2301,0
2302,0
2303,1
2304,1
2305,0
2306,0
2307,0
2308,1
2309,1
2310,0
2311,0
2312,0
2313,1
2314,1
2315,0
2316,0
2317,0
2318,1
2319,1
2320,0
2321,0
2322,1
2323,1
2324,1
2325,0
2326,0
2327,1
2328,1
2329,1
2330,0
2331,0
2332,1
2333,1
2334,0
2335,0
2336,0
2337,1
2338,1
2339,0
2340,0
2341,0
2342,1
2343,1
2344,0
2345,0
2346,1
2347,1
2348,1
2349,0
2350,0
2351,1
2352,1
2353,1
2354,0
2355,0
2356,1
2357,1
2358,0
2359,0
2360,0
2361,1
2362,1
2363,0
2364,0
2365,0
2366,1
2367,1
2368,0
2369,0
2370,1
2371,1
2372,1
2373,0
2374,0
2375,1
2376,1
2377,1
2378,0
2379,0
2380,1
2381,1
2382,1
2383,0
2384,0
2385,1
2386,1
2387,0
2388,0
2389,0
2390,1
2391,1
2392,0
2393,0
2394,0
2395,1
2396,1
2397,0
2398,0
2399,1
2400,1
2401,1
2402,0
2403,0
2404,1
2405,1
2406,1
2407,0
2408,0
2409,1
2410,1
2411,0
2412,0
2413,0
2414,1
2415,1
2416,0
2417,0
2418,0
2419,1
2420,1
2421,0
2422,0
2423,1
2424,1
2425,1
2426,0
2427,0
2428,1
2429,1
2430,1
2431,0
2432,0
2433,1
2434,1
2435,0
2436,0
2437,0
2438,1
2439,1
2440,0
2441,0
2442,0
2443,1
2444,1
2445,0
2446,0
2447,0
2448,1
2449,1
2450,0
2451,0
2452,1
2453,1
2454,1
2455,0
2456,0
2457,1
2458,1
2459,1
2460,0
2461,0
2462,1
2463,1
2464,0
2465,0
2466,0
2467,1
2468,1
2469,0
2470,0
2471,0
2472,1
2473,1
2474,0
2475,0
2476,1
2477,1
2478,1
2479,0
2480,0
2481,1
2482,1
2483,1
2484,0
2485,0
2486,1
2487,1
2488,0
2489,0
2490,0
2491,1
2492,1
2493,0
2494,0
2495,0
2496,1
2497,1
2498,0
2499,0
2500,1
2501,1
2502,1
2503,0
2504,0
2505,1
2506,1
2507,1
2508,0
2509,0
2510,1
2511,1
2512,0
2513,0
2514,0
2515,1
2516,1
2517,0
2518,0
2519,0
2520,1
2521,1
2522,0
2523,0
2524,0
2525,1
2526,1
2527,0
2528,0
2529,1
2530,1
2531,1
2532,0
2533,0
2534,1
2535,1
2536,1
2537,0
2538,0
2539,1
2540,1
2541,0
2542,0
2543,0
2544,1
2545,1
2546,0
2547,0
2548,0
2549,1
2550,1
2551,0
2552,0
2553,1
2554,1
2555,1
2556,0
2557,0
2558,1
2559,1
2560,1
2561,0
2562,0
2563,1
2564,1
2565,0
2566,0
2567,0
2568,1
2569,1
2570,0
2571,0
2572,0
2573,1
2574,1
2575,0
2576,0
2577,1
2578,1
2579,1
2580,0
2581,0
2582,1
2583,1
2584,1
2585,0
2586,0
2587,1
2588,1
2589,1
2590,0
2591,0
2592,1
2593,1
2594,0
2595,0
2596,0
2597,1
2598,1
2599,0
2600,0
2601,0
2602,1
2603,1
2604,0
2605,0
2606,1
2607,1
2608,1
2609,0
2610,0
2611,1
2612,1
2613,1
2614,0
2615,0
2616,1
2617,1
2618,0
2619,0
2620,0
2621,1
2622,1
2623,0
2624,0
2625,0
2626,1
2627,1
2628,0
2629,0
2630,1
2631,1
2632,1
2633,0
2634,0
2635,1
2636,1
2637,1
2638,0
2639,0
2640,1
2641,1
2642,0
2643,0
2644,0
2645,1
2646,1
2647,0
2648,0
2649,0
2650,1
2651,1
2652,0
2653,0
2654,1
2655,1
2656,1
2657,0
2658,0
2659,1
2660,1
2661,1
2662,0
2663,0
2664,1
2665,1
2666,0
2667,0
2668,0
2669,1
2670,1
2671,0
2672,0
2673,0
2674,1
2675,1
2676,0
2677,0
2678,1
2679,1
2680,1
2681,0
2682,0
2683,1
2684,1
2685,1
2686,0
2687,0
2688,1
2689,1
2690,1
2691,0
2692,0
2693,1
2694,1
2695,0
2696,0
2697,0
2698,1
2699,1
2700,0
2701,0
2702,0
2703,1
2704,1
2705,0
2706,0
2707,1
2708,1
2709,1
2710,0
2711,0
2712,1
2713,1
2714,1
2715,0
2716,0
2717,1
2718,1
2719,0
2720,0
2721,0
2722,1
2723,1
2724,0
2725,0
2726,0
2727,1
2728,1
2729,0
2730,0
2731,1
2732,1
2733,1
2734,0
2735,0
2736,1
2737,1
2738,1
2739,0
2740,0
2741,1
2742,1
2743,0
2744,0
2745,0
2746,1
2747,1
2748,0
2749,0
2750,0
2751,1
2752,1
2753,0
2754,0
2755,1
2756,1
2757,1
2758,0
2759,0
2760,1
2761,1
2762,1
2763,0
2764,0
2765,1
2766,1
2767,0
2768,0
2769,0
2770,1
2771,1
2772,0
2773,0
2774,0
2775,1
2776,1
2777,0
2778,0
2779,1
2780,1
2781,1
2782,0
2783,0
2784,1
2785,1
2786,1
2787,0
2788,0
2789,1
2790,1
2791,1
2792,0
2793,0
2794,1
2795,1
2796,0
2797,0
2798,0
2799,1
2800,1
2801,0
2802,0
2803,0
2804,1
2805,1
2806,0
2807,0
2808,1
2809,1
2810,1
2811,0
2812,0
2813,1
2814,1
2815,1
2816,0
2817,0
2818,1
2819,1
2820,0
2821,0
2822,0
2823,1
2824,1
2825,0
2826,0
2827,0
2828,1
2829,1
2830,0
2831,0
2832,1
2833,1
2834,1
2835,0
2836,0
2837,1
2838,1
2839,1
2840,0
2841,0
2842,1
2843,1
2844,0
2845,0
2846,0
2847,1
2848,1
2849,0
2850,0
2851,0
2852,1
2853,1
2854,0
2855,0
2856,1
2857,1
2858,1
2859,0
2860,0
2861,1
2862,1
2863,1
2864,0
2865,0
2866,1
2867,1
2868,0
2869,0
2870,0
2871,1
2872,1
2873,0
2874,0
2875,0
2876,1
2877,1
2878,0
2879,0
2880,1
2881,1
2882,1
2883,0
2884,0
2885,1
2886,1
2887,1
2888,0
2889,0
2890,1
2891,1
2892,0
2893,0
2894,0
2895,1
2896,1
2897,0
2898,0
2899,0
2900,1
2901,1
2902,0
2903,0
2904,1
2905,1
2906,1
2907,0
2908,0
2909,1
2910,1
2911,1
2912,0
2913,0
2914,1
2915,1
2916,1
2917,0
2918,0
2919,1
2920,1
2921,0
2922,0
2923,0
2924,1
2925,1
2926,0
2927,0
2928,0
2929,1
2930,1
2931,0
2932,0
2933,1
2934,1
2935,1
2936,0
2937,0
2938,1
2939,1
2940,1
2941,0
2942,0
2943,1
2944,1
2945,0
2946,0
2947,0
2948,1
2949,1
2950,0
2951,0
2952,0
2953,1
2954,1
2955,0
2956,0
2957,1
2958,1
2959,1
2960,0
2961,0
2962,1
2963,1
2964,1
2965,0
2966,0
2967,1
2968,1
2969,0
2970,0
2971,0
2972,1
2973,1
2974,0
2975,0
2976,0
2977,1
2978,1
2979,0
2980,0
2981,1
2982,1
2983,1
2984,0
2985,0
2986,1
2987,1
2988,1
2989,0
2990,0
2991,1
2992,1
2993,0
2994,0
2995,0
2996,1
2997,1
